Province,District,Party Number,Party Name,List number?,Candidate Name,Valid Votes,Candidate Rank,Total votes,page_number,table_number
NULL,,,,3,HERLIA JAVONA,155,III,,515,1
NULL,,,,,,,,,515,1
NULL,,TOTAL SUARA,,,,1.244,,,515,1
NULL,,,,,,,,,515,1
NULL,,NO.,,URAIAN,,,,,515,1
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,515,1
NULL,,1,,2,,3,4,,515,1
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,515,1
NULL,,14,,Partai Demokrat,,7.295,,,515,1
NULL,,,,1,"Simon Fetrus, M.H.",19.208,I,,515,1
NULL,,,,2,EVAN TRISNA WIJAYA,2.329,II,,515,1
NULL,,,,3,SUNDUS,466,IV,,515,1
NULL,,,,4,"Parlindungan Marsinta Jaya Siahaan, S.I.P.",650,III,,515,1
NULL,,TOTAL SUARA,,,,29.948,,,515,1
NULL,,NO.,,URAIAN,,,,,516,1
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,516,1
NULL,,1,,2,,3,4,,516,1
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,516,1
NULL,,15,,Partai Solidaritas Indonesia,,8.539,,,516,1
NULL,,,,1,"JAYA HARSONO, S.T.",8.676,II,,516,1
NULL,,,,2,"ANDI IRSAN, S.Pd.I., M.Pd.I.",11.121,I,,516,1
NULL,,,,3,"FARHANA NABILA HANIFAH, S.H.",602,III,,516,1
NULL,,,,4,DENOK LEWI MUSTY,301,IV,,516,1
NULL,,TOTAL SUARA,,,,29.239,,,516,1
NULL,,,,,,,,,516,1
NULL,,NO.,,URAIAN,,,,,516,1
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,516,1
NULL,,1,,2,,3,4,,516,1
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,516,1
NULL,,16,,PARTAI PERINDO,,2.052,,,516,1
NULL,,,,1,"Dr. JEANNE BERNADINE TIDAJOH, M.Th.",2.702,I,,516,1
NULL,,,,2,"WERDI SIMANJUNTAK, S.H., M.H.",963,II,,516,1
NULL,,,,3,SARIFAH DA COSTA VIDIGAL,226,IV,,516,1
NULL,,,,4,MAHRUS TAMAM,254,III,,516,1
NULL,,TOTAL SUARA,,,,6.197,,,516,1
NULL,,,,,,,,,516,1
NULL,,NO.,,URAIAN,,,,,516,1
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,516,1
NULL,,1,,2,,3,4,,516,1
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,516,1
NULL,,17,,Partai Persatuan Pembangunan,,3.139,,,516,1
NULL,,,,1,"ABANG MUHAMMAD NASIR, S.H.",28.369,I,,516,1
NULL,,,,2,"SAPARUDIN, S.P.",2.695,II,,516,1
NULL,,,,3,"ILHAM, A.Md.Keb.",1.006,IV,,516,1
NULL,,,,4,"HENDRY WAHYUDI, S.T.",1.155,III,,516,1
NULL,,TOTAL SUARA,,,,36.364,,,516,1
NULL,,NO.,,URAIAN,,,,,517,1
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,517,1
NULL,,1,,2,,3,4,,517,1
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,517,1
NULL,,24,,Partai Ummat,,360,,,517,1
NULL,,,,1,HEFI ISMAIL,248,I,,517,1
NULL,,,,2,WALJIMAN,108,III,,517,1
NULL,,,,3,HANOUM ILMAWATI,124,II,,517,1
NULL,,,,4,WARJIYEM,74,IV,,517,1
NULL,,TOTAL SUARA,,,,914,,,517,1
NULL,,NO.,,URAIAN,,,,,518,1
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,518,1
NULL,,1,,2,,3,4,,518,1
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,518,1
NULL,,1,,Partai Kebangkitan Bangsa,,21.376,,,518,1
NULL,,,,1,HABIB ISMAIL BIN YAHYA,77.692,I,,518,1
NULL,,,,2,"FITRIA DENI, S.H., M.Kn.",4.663,II,,518,1
NULL,,,,3,"SAKTI LARASATI ENDIS PURWITO, S.M.",2.18,IV,,518,1
NULL,,,,4,"FIFIT NOVITA HANDAYANI, S.E.",2.62,III,,518,1
NULL,,,,5,"Ir. BONAPARTEI, M.Sc.",1.141,VI,,518,1
NULL,,,,6,"ANWAR SANUSI, S.H.",1.762,V,,518,1
NULL,,TOTAL SUARA,,,,111.434,,,518,1
NULL,,NO.,,URAIAN,,,,,518,2
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,518,2
NULL,,1,,2,,3,4,,518,2
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,518,2
NULL,,2,,Partai Gerakan Indonesia Raya,,42.897,,,518,2
NULL,,,,1,H. IWAN KURNIAWAN,38.802,I,,518,2
NULL,,,,2,QUEENYU SUYIPTO,14.545,IV,,518,2
NULL,,,,3,"RAHMAT SORIALAM H., S.H.",7.869,VI,,518,2
NULL,,,,4,SUPRIANTI RAMBAT,35.92,II,,518,2
